"H3_c12","H3K18ac_c12","H3K27ac_c12","H3K27me3_c12","H3K36me3_c12","H3K4me1_c12","H3K4me3_c12","H3K9ac_c12","H4K5ac_c12","H4K8ac_c12","input_c12","input_c14a","input_c14c","input_c8","wt_H3","wt_H3K18ac","wt_H3K4me1","wt_ZLD","bcd1","cad1","D1","da2","dl3","ftz3","gt2","h1","hb1","hkb1","kni1","kr1","mad2","med2","prdBQ","prdFQ","run1","shn2","slp1","sna1","tll1","twi1","z2"
13,7,26,16,33,26,49,10,12,6,17,28,20,11,34.3,35.52,34.68,59.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24465,0
13,15,10,35,29,13,44,15,14,5,20,16,21,8,27.1,36.63,19.992,50.716,0,0,1.27825,0,0,0,0,0,0,0,0,1.35221,0,1.25368,0,0,0,0,0,0,0,0,0
14,13,10,44,76,13,44,12,17,6,19,18,24,10,40.3,35.742,15.3,17.98,0,0,1.27825,0,1.0887,0,0,0,0,0,0,1.32173,1.32622,1.2384,0,0,0,0,0,0,0,0,0
12,43,19,17,16,10,32,13,14,7,20,21,25,8,29.8,72.15,77.52,82.026,0,0,1.28514,0,0.938353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13363,0
13,41,24,53,27,21,75,12,14,9,21,21,23,13,24.65,45.954,65.28,30.38,0,0,0,0,1.07551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23104
15,41,21,13,27,16,75,18,17,6,16,21,23,12,29.35,32.19,56.202,16.74,0,0,1.18707,1.45563,1.0656,0,0,1.47594,0,0,0,0,1.37493,1.28574,0,0,1.33069,0,0,0,0,1.30538,1.23104
17,10,20,11,25,18,42,13,25,9,26,21,20,12,34.25,43.29,42.84,90.52,0,1.95584,2.08153,1.44588,1.58054,0,1.90377,0,0,1.9953,0,0,0,1.29845,0,1.17722,0,0,0,0,0,1.45814,1.19194
14,17,19,20,20,12,56,19,21,13,22,20,19,11,22.55,41.07,102,27.28,0,2.22582,2.18445,1.61731,2.1985,0,2.08391,0,1.2463,1.48089,0,1.49169,0,2.32588,1.19427,1.30708,1.52773,2.63061,1.71412,0,2.36612,1.4187,1.24512
15,17,13,18,33,11,56,6,13,9,22,20,18,10,22.55,52.17,49.98,33.48,0,0,1.32695,1.61731,1.51633,0,0,0,1.34397,1.48444,0,0,0,1.18146,1.2002,1.30708,1.52773,1.74932,0,0,0,1.4187,1.24512
16,42,19,13,17,16,104,8,18,13,21,24,28,12,38.5,89.91,150.96,1146.13,0,5.70816,2.31136,3.83716,2.89701,1.60003,5.71685,2.40073,1.50461,1.65321,0,2.02348,1.28586,5.29598,1.2204,1.18969,1.79394,0,10.0312,0,3.33566,2.98906,1.22765
11,12,20,32,34,20,59,9,15,4,26,20,26,14,28.55,48.84,53.04,64.48,0,0,1.28778,1.29756,1.08468,1.56837,0,0,0,0,0,0,1.35602,0,0,0,0,0,0,0,0,1.15792,0
13,32,12,25,49,10,44,15,12,6,19,22,23,9,24.5,29.97,44.88,58.28,0,0,0,0,1.12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,9,41,3,8,35,13,15,3,24,18,21,9,28.1,16.65,23.46,71.92,0,0,1.22453,0,1.19973,0,0,0,0,0,0,0,0,1.04857,0,0,0,0,0,0,0,0,0
12,4,9,35,28,9,56,10,10,6,18,17,17,10,30,34.41,57.12,70.68,0,0,0,0,1.11286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,6,29,13,10,18,9,14,5,15,25,26,9,33.1,32.19,22.44,68.82,0,0,1.25182,1.26919,1.76546,0,0,1.74474,0,0,0,0,0,0,0,0,0,0,1.61864,0,0,1.23408,1.76952
15,12,15,26,7,12,7,10,18,5,16,19,26,13,30.3,32.19,36.72,40.92,0,0,1.21934,1.26919,1.58912,0,0,1.74474,0,0,0,0,0,0,0,0,0,0,1.61864,0,0,1.23408,1.71337
16,9,23,12,14,10,37,15,18,5,15,19,21,10,21.3,28.86,49.98,60.76,0,0,0,0,1.28508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27435
14,13,29,27,24,13,57,7,14,6,17,19,21,10,29.3,54.057,34.68,50.22,0,1.25605,1.34247,1.40247,1.73209,0,0,1.27477,0,0,0,0,0,0,0,0,1.09273,0,1.7121,0,0,1.27106,1.61089
14,13,4,27,3,13,26,8,12,4,24,18,15,9,28.6,43.29,34.68,153.76,0,1.69781,1.59719,1.76167,1.87503,0,0,1.77083,0,0,0,0,0,0,0,0,1.49487,0,1.85873,0,0,1.5697,1.61089
10,10,10,26,25,11,40,15,13,3,19,18,20,7,32.2,44.4,29.58,26.04,0,0,1.17977,0,1.42946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08596
9,7,18,11,4,19,37,15,13,7,19,18,28,16,25.7,38.85,39.78,48.36,0,0,1.39146,0,1.74001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21593
14,19,21,11,22,23,30,12,20,4,27,25,21,11,28.75,56.61,39.78,72.292,0,0,1.26241,0,1.24384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,9,44,6,10,42,7,13,6,17,22,21,12,32.65,23.754,47.94,39.06,0,0,0,0,1.09654,0,0,0,0,0,0,1.46714,0,0,0,1.16948,0,0,0,0,0,1.19162,0
11,15,10,42,4,10,73,11,14,4,23,23,29,12,32.65,28.86,47.94,48.98,0,0,1.09695,0,1.11369,0,0,0,0,0,0,0,0,0,1.21429,1.29763,0,0,0,0,0,1.22738,0
15,24,26,40,37,13,44,17,14,12,23,22,20,9,25.65,143.19,138.72,116.56,0,3.13964,2.72601,2.80657,5.44989,0,1.97373,2.60488,1.39806,1.94102,0,1.39784,1.39975,3.10296,1.49033,1.36694,1.44443,0,1.72855,0,0,2.73953,1.37626
18,10,18,32,8,6,68,10,15,8,26,25,38,12,32.35,68.82,36.618,20.46,0,0,1.32824,1.73384,1.07515,0,0,0,0,0,0,0,1.46138,0,0,0,1.48999,0,0,1.37211,1.94395,1.20761,0
9,10,24,57,17,12,0,18,20,7,19,25,19,8,24.3,35.187,3.264,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,17,27,36,12,18,63,12,13,8,18,22,22,8,33.15,72.15,20.4,27.9,0,1.61241,1.29481,0,1.23216,0,0,0,0,0,0,0,0,1.22378,0,0,0,0,1.66149,0,0,0,0
15,21,17,35,22,14,26,14,17,11,21,23,23,10,34.15,77.7,56.304,34.1,0,0,1.23753,1.28556,1.13036,0,0,0,0,0,0,0,0,1.24801,0,0,0,0,0,0,0,0,0
18,16,13,35,22,26,85,14,20,11,20,30,29,10,32.2,93.24,38.76,77.5,0,0,0,1.28556,1.06998,0,0,0,0,0,0,0,0,1.10126,0,0,0,0,0,0,0,1.0436,0
19,21,19,63,24,26,52,14,16,8,27,28,21,8,41,49.95,58.038,92.38,0,0,0,0,1.12973,0,0,0,0,0,0,0,1.36901,1.48094,0,0,0,0,0,0,0,1.44114,0
18,21,23,34,39,25,42,9,16,5,25,27,23,11,39.9,49.95,76.5,45.26,0,1.48661,1.17797,1.33399,1.06301,0,0,0,0,0,0,0,1.4177,1.17464,0,0,1.39776,0,1.59052,1.41921,0,1.21586,0
13,31,34,50,9,20,23,10,16,6,19,20,21,10,37.5,56.61,74.46,60.14,0,2.39048,1.67904,2.15828,1.33828,0,1.76923,1.42429,0,0,0,1.21889,0,1.44853,1.24192,1.45611,0,0,2.07716,0,0,1.14314,0
14,14,26,17,18,16,118,14,15,8,23,19,26,13,36.35,61.05,32.64,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17472,0
14,13,15,34,15,4,37,15,18,6,19,25,23,13,26.9,60.495,10.2,115.32,0,1.66779,1.18247,0,0,1.69818,0,0,0,0,0,0,1.32126,0,0,0,1.34875,0,0,1.33497,0,0,0
6,9,7,35,16,11,66,14,11,6,24,15,18,8,10,51.06,45.9,3.72,0,1.63286,1.22602,0,1.25193,0,0,0,0,0,0,0,0,1.3412,0,0,0,0,0,0,0,1.1186,0
18,9,17,17,39,4,70,22,17,13,24,23,18,7,30.95,51.726,46.92,21.7,0,1.80352,1.25479,0,1.32127,0,0,0,0,0,0,0,0,1.35031,0,0,0,0,0,0,0,1.16154,0
18,16,18,25,15,24,68,27,12,7,19,23,26,14,30.6,56.61,45.9,34.1,1.4641,0,1.26329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,29,17,22,38,12,59,8,18,8,17,17,29,11,33.55,59.052,58.14,84.32,1.4641,0,1.26329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,29,19,17,38,15,70,8,18,7,30,20,29,12,33.55,35.52,58.14,66.96,1.26634,0,0,3.08054,0,0,0,0,0,0,0,0,0,1.09861,0,0,0,0,0,0,0,1.0758,0
20,37,17,31,27,19,70,10,16,7,30,22,24,12,33.4,46.62,45.9,66.96,1.26634,0,0,3.08054,0,0,0,1.52968,0,0,0,0,0,1.28696,0,0,1.36684,0,0,0,0,1.24711,0
14,16,27,20,36,15,80,19,15,8,23,23,22,9,37.6,50.505,62.22,30.38,0,0,0,0,0,0,0,0,0,0,0,1.29376,0,0,0,0,0,0,0,0,0,0,0
17,16,27,35,25,15,80,19,13,8,23,23,26,11,38.1,80.364,62.22,31,0,0,1.16049,0,0,0,0,0,1.34289,0,0,1.39002,0,0,0,0,1.37079,2.00766,0,1.21541,0,0,0
18,21,14,13,8,17,49,21,12,10,17,19,26,12,40.7,24.42,38.76,71.3,0,0,1.33686,1.30187,1.30738,0,0,0,0,0,0,0,1.37402,0,0,0,1.3766,0,0,0,0,0,0
24,17,21,65,26,20,61,16,16,11,24,33,23,13,45.45,61.05,55.08,82.46,0,0,0,1.48583,1.13011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15011,0
16,21,13,26,45,13,21,10,15,11,26,19,22,8,34.15,44.844,64.26,140.864,0,0,1.22216,1.68781,1.32323,0,2.45391,1.47457,0,0,0,1.26784,1.29813,1.26817,0,0,1.39044,0,2.96862,0,0,1.05311,0
15,21,29,31,18,12,21,11,14,11,26,24,24,9,34.15,55.5,92.412,439.952,0,0,1.287,1.81747,1.45978,0,2.95978,1.54778,0,0,0,1.44845,1.30203,1.53124,0,0,1.40231,0,5.63005,0,0,2.01843,0
12,11,12,35,33,12,9,11,19,7,15,25,23,8,31.7,28.86,7.14,91.76,0,0,1.20093,1.24161,2.20068,0,0,1.43268,0,0,0,0,0,1.28043,0,1.12026,0,0,0,0,0,1.10981,1.22269
15,21,26,25,33,14,66,15,19,6,17,23,25,10,31.25,38.184,39.78,27.9,0,0,0,0,1.02927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03329,0
13,15,27,40,7,14,28,9,19,7,15,12,23,14,25.75,38.85,67.932,81.84,0,0,0,0,1.13696,0,0,0,0,0,0,0,0,1.24428,0,0,0,0,0,0,0,0,0
13,13,8,42,34,10,33,9,12,5,19,16,28,6,25.75,54.39,67.932,69.44,0,0,0,0,1.13696,0,0,0,0,0,0,1.33173,0,0,0,0,0,0,0,0,0,0,0
12,15,31,46,13,15,23,10,12,5,22,17,26,10,24.15,73.26,82.11,19.22,0,0,0,0,0,0,0,0,0,0,0,1.31418,0,0,0,0,0,0,0,0,0,0,0
19,18,36,31,52,11,70,18,14,15,30,25,23,8,31.75,99.789,74.46,53.32,0,1.98838,3.70183,1.32504,1.94779,0,0,0,0,1.88035,0,0,1.38112,2.08117,0,0,1.46194,0,2.95024,0,0,1.3344,1.2245
16,17,15,25,8,7,33,18,16,5,22,24,26,10,28.95,76.59,23.46,52.7,0,0,1.24603,1.40065,1.03758,0,0,0,0,0,0,0,1.42021,0,0,0,1.50201,0,0,0,0,1.26895,1.19941
12,12,26,8,20,10,63,8,18,8,22,23,28,10,33.45,64.38,56.1,62,0,0,1.35523,1.12166,0,0,0,0,0,0,0,1.42266,0,0,0,0,0,0,0,0,0,0,1.54233
14,21,23,19,34,15,56,14,17,8,15,22,20,9,37.9,42.18,23.46,84.32,0,0,0,1.41785,1.14121,0,0,1.72989,0,0,0,1.23873,1.33172,0,0,0,0,0,0,0,0,1.20859,0
13,18,14,19,49,21,63,14,17,7,22,24,20,8,37.9,34.41,28.56,101.06,0,0,0,1.2466,1.14121,0,0,1.91193,0,0,0,0,1.34319,0,0,0,0,0,0,0,0,1.20859,0
14,20,23,29,16,16,63,12,17,9,19,16,23,9,26,52.059,27.54,58.28,0,0,0,0,1.26777,0,0,1.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,24,51,20,14,56,15,17,14,22,18,28,11,33.85,42.18,82.62,88.04,0,0,1.64536,1.38753,1.82483,0,1.95458,1.91445,1.2683,0,0,1.7308,0,1.24565,1.42191,1.3641,0,0,0,0,0,1.93203,0
18,55,12,32,20,18,70,7,24,9,17,22,18,9,29.4,48.84,92.82,87.792,0,0,1.54584,1.61826,1.22524,0,0,1.57514,0,0,0,1.7308,0,1.29639,1.52981,1.53755,0,0,0,0,0,2.06596,0
18,23,18,32,12,14,71,20,14,9,24,22,23,10,29.4,65.49,53.04,53.94,0,0,0,0,1.19184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,15,39,25,16,87,15,12,6,18,21,16,11,33,11.1,52.02,134.54,0,0,2.98142,1.56548,3.45338,0,1.39813,1.58467,0,1.50629,0,1.75078,1.56153,1.6332,1.66284,1.87242,1.63793,0,2.21202,1.34437,2.11887,1.29722,1.23547
15,12,15,23,16,16,11,18,12,7,19,21,23,16,36.75,54.39,58.14,360.53,0,1.90509,4.43146,1.55365,3.40687,0,2.13248,0,0,2.8706,0,3.14363,1.21057,2.31293,3.47842,4.34444,2.99573,0,0,0,2.40456,2.26201,1.20384
15,19,29,27,35,15,23,9,18,7,29,22,22,10,34.5,72.816,60.18,106.144,0,0,1.59283,1.61491,1.25309,0,0,0,0,1.58973,0,1.82189,0,1.28469,1.42556,1.62029,1.62411,0,0,0,2.22454,2.08146,0
16,19,26,22,24,12,70,11,20,9,20,22,22,18,35.35,61.05,72.42,59.52,0,0,1.36761,1.24401,1.16788,0,0,1.9351,0,1.63012,0,1.33719,0,0,0,0,0,0,0,0,0,1.14571,0
16,22,41,61,29,13,40,12,21,8,22,22,18,9,33.4,94.35,114.24,42.16,0,2.56955,1.5611,3.98627,1.59068,0,2.66936,0,1.25846,0,0,2.0492,1.53356,2.01524,1.26683,1.3774,0,0,2.07446,0,2.21784,2.20863,0
13,18,21,32,19,12,47,14,17,11,20,22,17,9,31.45,68.265,27.54,1.674,0,0,1.24308,3.87037,1.20527,0,0,0,0,0,0,0,0,1.28253,0,0,0,0,0,0,0,1.13849,0
12,29,21,15,7,18,47,11,15,8,24,24,25,9,26,41.07,38.76,94.24,0,1.58633,2.74426,2.94837,2.2543,1.54431,0,1.81999,1.27892,0,0,2.59372,1.29845,2.07235,0,1.17779,1.84086,0,2.17683,0,1.88175,2.55789,0
13,29,19,13,15,18,28,8,24,12,24,24,30,13,36.8,49.95,33.66,154.38,0,1.9274,3.0533,4.90142,2.2543,2.13019,1.86516,2.18875,1.36296,0,0,2.59372,1.57693,2.40851,1.28486,1.36202,2.60639,0,2.20087,0,2.14557,2.76456,1.24108
14,26,19,15,11,21,82,17,24,8,31,29,30,11,38,77.034,38.76,154.38,0,1.9274,3.0533,4.90142,2.00201,2.04563,0,1.62014,1.30023,0,0,2.29316,1.57693,2.40851,1.28486,1.36202,2.59387,0,0,0,1.99521,2.76456,1.33775
16,17,8,15,16,6,21,10,16,6,22,19,23,9,24.35,84.36,35.7,40.3,0,0,1.22773,1.43208,0,1.85485,0,0,0,0,0,0,1.28395,0,0,0,1.38647,0,0,0,0,1.19098,0
10,14,15,18,14,11,30,10,18,4,11,18,17,9,22.5,44.4,55.794,23.56,0,0,0,1.15016,1.11227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19,15,32,9,18,56,10,21,7,22,25,23,9,40.4,31.08,62.22,23.56,1.29144,0,0,1.31835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,24,19,17,60,9,40,13,14,7,25,17,29,8,30.45,41.07,58.548,44.02,1.16146,0,0,1.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,13,32,4,10,21,15,19,7,19,24,24,12,26.85,28.86,34.884,58.9,0,0,0,0,0,0,0,0,0,0,0,1.69612,0,1.20313,0,0,0,0,0,0,0,0,0
16,26,14,18,6,18,94,13,19,10,22,19,21,9,30.8,53.28,73.44,27.9,0,0,0,0,0,0,0,0,0,0,0,1.69612,0,1.24162,0,1.08388,0,0,0,0,0,0,0
16,11,20,20,12,16,44,16,23,7,18,18,24,9,40.25,29.082,32.64,40.92,0,0,0,0,1.08938,0,0,1.44381,0,0,0,1.28935,1.29628,0,0,0,0,0,1.48206,0,0,0,0
15,26,19,26,4,15,63,19,16,7,23,24,24,12,31.85,80.808,41.82,52.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12,26,13,6,11,54,9,15,6,20,23,19,8,31.7,53.058,31.62,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,22,23,23,13,10,23,10,15,6,25,17,18,8,34.05,27.75,80.58,57.04,0,0,0,0,1.07485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,26,41,36,10,18,30,12,21,6,30,26,25,17,33.65,28.86,25.296,71.92,0,0,1.25919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,15,25,36,18,20,28,14,17,8,18,19,25,11,35,57.72,35.7,71.92,0,0,1.12085,0,0,0,0,0,0,0,0,0,0,1.27437,0,0,0,0,0,0,0,0,0
13,31,14,21,29,23,42,14,10,6,21,25,17,9,34.55,59.94,26.724,15.5,0,0,1.36997,0,1.08499,0,0,0,0,0,0,0,0,1.24187,0,0,0,0,0,0,0,0,0
15,14,18,20,29,24,42,9,13,6,17,26,17,8,28.05,37.296,44.88,15.314,0,0,0,0,1.21139,0,0,0,0,0,0,0,0,0,0,1.19537,0,0,0,0,0,0,0
16,20,18,44,50,12,28,22,17,9,18,28,23,11,34.7,36.63,44.88,52.7,0,0,0,0,1.21139,0,0,0,0,0,0,0,0,0,0,1.19537,0,0,0,0,0,0,0
11,16,38,44,44,7,61,9,12,8,20,19,18,9,30.1,71.04,38.76,86.18,0,2.0954,1.83155,2.04479,1.58821,0,2.03779,1.59834,0,1.65778,0,1.93321,0,1.87801,0,1.16229,0,0,2.03876,0,2.342,2.02903,0
13,19,20,22,45,15,23,8,14,13,21,24,19,11,35.3,41.07,108.12,437.038,0,3.53713,4.09539,3.86769,3.31954,0,3.89542,2.25234,0,2.80045,0,3.17938,1.32571,3.68855,1.77078,1.99497,1.50573,0,2.64784,1.49279,3.45739,3.10963,1.27672
14,16,18,31,33,33,54,10,20,13,23,21,18,10,35.3,57.72,35.7,79.98,0,1.50153,1.55988,2.1092,1.37155,0,2.22697,0,0,1.50947,0,1.73489,1.23793,1.55708,1.61762,1.84293,1.16405,0,0,0,1.95018,1.63844,1.26413
14,21,13,31,26,22,11,11,20,10,23,19,20,10,34.15,38.739,47.022,79.98,0,0,1.29192,0,1.18159,0,0,0,0,0,0,0,0,0,1.20216,1.20179,0,0,0,0,0,1.66516,0
14,15,26,47,54,21,70,12,14,9,19,19,21,10,29.9,45.51,64.872,21.7,0,0,0,1.19238,1.17733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,17,25,25,7,13,37,10,14,7,20,24,23,12,26.35,42.18,45.9,102.3,1.23547,0,1.46509,1.24321,1.61021,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44291,0,0,0,1.25951
14,16,25,16,20,10,52,21,18,8,18,24,23,10,40.65,128.76,68.34,35.96,1.29445,0,1.46509,1.23288,1.61021,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44291,0,0,0,1.25951
14,18,15,18,1,9,49,13,14,9,17,21,28,11,40.65,39.96,46.92,22.32,0,0,1.2722,0,1.34289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,27,37,35,20,19,42,13,21,29,31,26,26,11,49.75,113.775,86.7,81.22,1.26601,1.51012,1.11397,1.47863,1.44361,0,1.77573,0,1.18617,1.34324,0,1.58823,0,1.20335,0,0,0,0,0,0,1.71008,1.65708,0
14,50,63,40,25,19,54,26,21,20,24,25,35,9,24,115.44,260.1,2020.46,0,2.30827,2.46457,5.08581,6.11457,0,2.18015,1.48937,2.83123,4.67865,0,3.83405,1.46471,4.07481,1.85536,1.7508,1.5817,0,0,0,2.41877,3.21452,1.54174
16,59,56,13,14,16,56,14,18,20,19,21,22,10,33.4,91.131,89.556,83.7,0,2.42554,2.17343,6.84966,3.61972,0,2.13487,1.566,1.63716,1.90106,0,1.81069,1.30907,2.67453,1.28427,1.17401,1.72647,0,0,1.65692,2.02817,3.89706,0
12,26,51,13,9,20,26,18,23,23,22,23,24,9,35.85,86.58,80.886,148.18,1.2419,0,1.224,1.45031,1.87377,0,0,0,1.3028,1.91036,0,0,0,0,0,0,0,0,0,0,0,1.30072,0
18,19,51,10,4,12,23,9,23,16,17,23,20,6,27.6,37.74,37.74,70.68,1.23321,0,1.2745,0,1.14017,0,0,0,0,0,0,0,1.38608,0,0,0,1.33653,0,0,1.42518,0,1.20577,0
14,20,8,27,39,11,18,17,21,12,19,30,17,9,24.45,54.168,29.478,49.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31745,0,0,1.31156,0,0,1.30703
11,4,15,29,4,19,73,8,14,6,16,21,20,12,14.1,16.65,70.38,84.94,0,0,1.30616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54782,0,1.16865,0
8,10,13,29,41,4,0,7,14,12,18,13,16,10,16,26.64,20.4,16.74,0,0,1.28173,0,1.20817,0,0,0,0,0,0,0,0,1.7713,0,0,0,0,2.07534,0,0,0,0
4,32,19,6,0,6,0,14,10,6,12,12,17,9,20.25,21.09,64.26,34.72,0,0,1.3086,1.18413,1.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7891,1.21338
5,12,20,0,2,9,0,7,9,12,18,12,16,7,24.25,38.85,43.044,54.56,0,1.72071,1.70488,1.3164,1.64568,0,0,0,1.31043,0,0,0,1.23423,1.78213,1.2903,1.18648,0,0,0,0,2.04113,1.16033,0
13,39,12,12,23,12,28,12,10,9,16,15,27,7,25.85,22.2,33.864,59.83,0,0,1.18638,0,1.30104,0,0,0,0,0,0,0,0,1.2942,0,0,0,0,1.70861,0,0,1.15531,0
15,14,26,23,25,16,21,16,17,8,20,24,22,11,32.9,119.88,53.04,120.9,0,0,0,0,1.22745,0,0,0,0,0,0,1.40772,0,0,0,0,0,0,0,0,0,1.12244,0
17,34,25,26,33,18,28,15,18,15,29,25,24,18,42.5,67.932,111.18,97.34,0,3.22175,4.17835,5.52306,3.12548,1.60546,4.94767,2.23474,1.748,3.48776,0,3.22028,1.33249,2.77692,1.28049,1.24341,1.78215,0,4.71205,0,3.32367,5.16543,1.37457
15,33,23,15,58,13,42,18,18,12,19,20,25,14,27.8,59.94,89.25,81.22,0,1.45784,1.24208,3.47797,1.23425,0,2.32847,0,1.20135,1.25351,0,1.29183,0,1.46964,1.16654,1.13203,1.26515,0,0,0,1.38368,4.2505,1.32007
18,21,30,47,58,33,30,20,17,11,26,32,31,14,31.5,61.05,136.17,146.94,0,3.98319,2.2441,4.24761,1.66593,0,3.46953,1.45102,0,0,0,1.88079,1.29814,1.47931,1.18772,1.11742,1.78275,0,1.39574,1.26755,2.33248,1.25646,1.32007
13,12,32,23,23,21,35,10,17,6,21,23,23,9,39.25,52.17,51,43.4,0,0,0,1.31067,1.15606,0,0,0,0,0,0,0,0,0,0,0,1.35629,0,1.86128,0,0,1.29727,1.25602
16,17,23,83,82,12,70,18,17,8,26,20,23,9,39.25,57.609,66.3,87.668,1.37317,0,0,1.20874,1.03834,0,0,0,0,0,0,0,0,1.29853,0,0,1.41696,2.53138,0,1.3384,0,0,0
16,29,27,40,32,14,52,12,21,7,20,20,23,13,40.05,63.27,51.51,84.382,0,0,0.944771,0,1.10018,0,0,0,1.2902,0,0,0,0,0,0,0,0,0,0,1.33995,0,1.18541,0
25,30,14,23,46,25,68,17,18,9,23,21,26,9,47.35,28.86,75.48,125.24,0,0,1.22766,0,1.13462,0,0,0,1.2902,0,0,0,0,0,0,0,0,0,0,1.33995,0,1.18541,0
15,19,30,55,25,13,66,15,17,9,19,21,19,13,36.85,54.39,53.04,34.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,10,25,45,3,12,44,15,15,6,17,22,18,12,19.05,47.508,32.028,70.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18,18,45,13,12,7,15,20,7,20,22,18,12,19.05,52.947,32.028,70.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18,15,20,18,36,66,14,16,11,15,18,19,10,15.95,11.1,65.28,170.5,0,1.63707,1.89208,2.55724,1.88402,0,0,0,1.37585,0,0,0,0,1.51951,0,1.25693,0,0,3.12089,0,0,1.24359,0
18,19,30,21,55,13,63,18,24,8,25,22,26,12,31.7,50.838,94.86,90.52,1.16832,0,1.34411,0,1.1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11726,0
7,5,13,22,4,9,23,7,10,4,15,16,12,6,15.45,36.63,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,1,23,22,7,66,11,16,5,18,14,17,11,21.65,44.4,13.26,130.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21,13,15,38,16,73,16,20,6,35,25,26,11,34.55,58.608,39.78,40.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19622,0
12,10,3,45,30,9,14,8,24,6,19,20,16,6,35.1,56.61,74.46,9.92,0,0,1.31404,0,1.1589,0,0,0,0,0,0,0,1.35259,1.25738,0,0,0,0,0,0,0,1.23862,0
16,21,34,46,33,11,11,24,14,6,17,20,31,9,32.4,61.272,99.96,48.98,0,0,0,0,0.993516,0,0,0,0,0,0,0,1.36153,0,0,0,0,0,0,0,0,1.05606,0
20,19,41,58,30,18,89,11,18,9,20,30,25,10,28.75,72.15,80.58,334.924,0,1.72237,2.08487,3.36998,2.09966,0,0,0,1.19055,0,0,1.68765,0,2.5852,1.64403,1.87453,2.002,2.21469,0,0,2.50713,3.32162,0
13,20,24,60,30,22,44,17,19,8,20,23,25,10,23.55,72.15,80.58,550.498,0,2.76771,3.93642,3.36998,2.77196,0,2.96336,1.9185,2.20368,1.52791,0,2.21872,0,3.6636,1.64403,1.87453,2.002,0,0,0,2.50713,3.43381,0
14,26,35,60,37,17,26,19,19,15,18,19,23,9,20.6,74.37,61.2,550.498,0,2.76771,3.93642,1.84374,2.90724,0,2.96336,1.9185,2.20368,1.52791,0,2.23327,0,3.6636,1.42655,1.22069,0,0,0,0,2.38796,3.43381,0
16,10,31,37,12,15,35,13,16,7,21,15,19,12,28.65,26.64,40.596,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
